日期,收盘点位,股权风险溢价,+2倍标准差,+1倍标准差,中位数,-1倍标准差,-2倍标准差
2024-10-08,5037.01,0.0296,0.0464,0.0375,0.0286,0.0197,0.0108
2024-10-09,4661.71,0.0336,0.0464,0.0375,0.0286,0.0197,0.0108
2024-10-10,4670.36,0.0335,0.0464,0.0375,0.0286,0.0197,0.0108
2024-10-11,4514.19,0.0351,0.0464,0.0375,0.0286,0.0197,0.0108
2024-10-14,4629.51,0.0338,0.0464,0.0375,0.0286,0.0197,0.0108
2024-10-15,4524.67,0.0353,0.0464,0.0375,0.0286,0.0197,0.0108
2024-10-16,4515.43,0.0353,0.0464,0.0375,0.0286,0.0197,0.0109
2024-10-17,4480.87,0.0360,0.0464,0.0375,0.0287,0.0198,0.0109
2024-10-18,4647.30,0.0342,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-21,4696.80,0.0339,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-22,4728.44,0.0336,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-23,4744.80,0.0334,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-24,4705.98,0.0337,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-25,4767.43,0.0335,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-28,4822.49,0.0328,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-29,4763.81,0.0331,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-30,4755.97,0.0335,0.0465,0.0376,0.0287,0.0198,0.0109
2024-10-31,4794.14,0.0339,0.0465,0.0376,0.0287,0.0198,0.0109
2024-11-01,4723.34,0.0344,0.0465,0.0376,0.0287,0.0198,0.0109
2024-11-04,4803.01,0.0338,0.0466,0.0376,0.0287,0.0198,0.0109
2024-11-05,4943.21,0.0326,0.0466,0.0377,0.0287,0.0198,0.0109
2024-11-06,4946.63,0.0326,0.0466,0.0377,0.0287,0.0198,0.0109
2024-11-07,5071.74,0.0314,0.0466,0.0377,0.0288,0.0198,0.0109
2024-11-08,5049.45,0.0317,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-11,5118.28,0.0315,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-12,5059.11,0.0323,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-13,5072.36,0.0318,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-14,4949.25,0.0330,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-15,4847.63,0.0338,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-18,4780.66,0.0340,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-19,4854.40,0.0336,0.0466,0.0377,0.0288,0.0199,0.0110
2024-11-20,4906.80,0.0331,0.0467,0.0378,0.0288,0.0199,0.0110
2024-11-21,4912.67,0.0332,0.0467,0.0378,0.0289,0.0199,0.0110
2024-11-22,4746.37,0.0349,0.0467,0.0378,0.0289,0.0200,0.0110
2024-11-25,4749.14,0.0350,0.0467,0.0378,0.0289,0.0200,0.0111
2024-11-26,4718.85,0.0352,0.0467,0.0378,0.0289,0.0200,0.0111
2024-11-27,4806.63,0.0344,0.0467,0.0378,0.0289,0.0200,0.0111
2024-11-28,4778.97,0.0350,0.0467,0.0378,0.0289,0.0200,0.0111
2024-11-29,4845.90,0.0345,0.0467,0.0378,0.0289,0.0200,0.0111
2024-12-02,4917.31,0.0342,0.0467,0.0378,0.0289,0.0200,0.0111
2024-12-03,4921.12,0.0340,0.0468,0.0378,0.0289,0.0200,0.0111
2024-12-04,4875.11,0.0345,0.0468,0.0379,0.0289,0.0200,0.0111
2024-12-05,4898.18,0.0345,0.0468,0.0379,0.0290,0.0201,0.0111
2024-12-06,4956.57,0.0340,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-09,4940.24,0.0343,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-10,4977.83,0.0347,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-11,5006.70,0.0348,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-12,5053.03,0.0343,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-13,4947.39,0.0358,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-16,4908.61,0.0363,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-17,4845.44,0.0368,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-18,4875.99,0.0360,0.0468,0.0379,0.0290,0.0201,0.0112
2024-12-19,4880.27,0.0363,0.0469,0.0379,0.0290,0.0201,0.0112
2024-12-20,4891.54,0.0367,0.0469,0.0380,0.0290,0.0201,0.0112
2024-12-23,4812.50,0.0371,0.0469,0.0380,0.0290,0.0201,0.0112
2024-12-24,4867.73,0.0363,0.0469,0.0380,0.0290,0.0201,0.0112
2024-12-25,4829.76,0.0362,0.0469,0.0380,0.0290,0.0201,0.0112
2024-12-26,4857.74,0.0364,0.0469,0.0380,0.0291,0.0201,0.0112
2024-12-27,4864.18,0.0365,0.0469,0.0380,0.0291,0.0201,0.0112
2024-12-30,4859.79,0.0363,0.0469,0.0380,0.0291,0.0201,0.0112
2024-12-31,4750.67,0.0375,0.0469,0.0380,0.0291,0.0202,0.0112
2025-01-02,4625.11,0.0397,0.0469,0.0380,0.0291,0.0202,0.0112
2025-01-03,4523.12,0.0409,0.0469,0.0380,0.0291,0.0202,0.0112
2025-01-06,4509.93,0.0410,0.0470,0.0380,0.0291,0.0202,0.0112
2025-01-07,4567.61,0.0404,0.0470,0.0381,0.0291,0.0202,0.0112
2025-01-08,4559.04,0.0404,0.0470,0.0381,0.0291,0.0202,0.0112
2025-01-09,4558.51,0.0402,0.0470,0.0381,0.0291,0.0202,0.0112
2025-01-10,4475.61,0.0413,0.0470,0.0381,0.0291,0.0202,0.0112
2025-01-13,4472.60,0.0411,0.0471,0.0381,0.0291,0.0202,0.0112
2025-01-14,4632.23,0.0396,0.0471,0.0381,0.0291,0.0202,0.0112
2025-01-15,4604.12,0.0400,0.0471,0.0381,0.0292,0.0202,0.0112
2025-01-16,4620.34,0.0397,0.0471,0.0381,0.0292,0.0202,0.0112
2025-01-17,4636.07,0.0393,0.0471,0.0381,0.0292,0.0202,0.0112
2025-01-20,4663.53,0.0391,0.0471,0.0381,0.0292,0.0202,0.0112
2025-01-21,4671.06,0.0393,0.0471,0.0381,0.0292,0.0202,0.0112
2025-01-22,4627.98,0.0396,0.0471,0.0381,0.0292,0.0202,0.0112
2025-01-23,4623.63,0.0394,0.0471,0.0382,0.0292,0.0202,0.0112
2025-01-24,4674.23,0.0390,0.0471,0.0382,0.0292,0.0202,0.0112
2025-01-27,4632.67,0.0396,0.0471,0.0382,0.0292,0.0202,0.0112
2025-02-05,4639.20,0.0398,0.0472,0.0382,0.0292,0.0202,0.0112
2025-02-06,4728.58,0.0392,0.0472,0.0382,0.0292,0.0202,0.0112
2025-02-07,4796.04,0.0386,0.0472,0.0382,0.0292,0.0202,0.0112
2025-02-10,4839.79,0.0378,0.0472,0.0382,0.0292,0.0202,0.0112
2025-02-11,4819.45,0.0379,0.0472,0.0382,0.0292,0.0202,0.0112
2025-02-12,4876.28,0.0374,0.0472,0.0382,0.0292,0.0202,0.0112
2025-02-13,4844.65,0.0377,0.0472,0.0382,0.0292,0.0202,0.0113
2025-02-14,4875.07,0.0372,0.0472,0.0382,0.0292,0.0203,0.0113
2025-02-17,4899.83,0.0367,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-18,4820.19,0.0372,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-19,4893.41,0.0370,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-20,4905.71,0.0366,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-21,4973.11,0.0357,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-24,4971.26,0.0354,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-25,4930.30,0.0362,0.0473,0.0383,0.0293,0.0203,0.0113
2025-02-26,4986.89,0.0357,0.0473,0.0383,0.0293,0.0203,0.0114
2025-02-27,4983.16,0.0353,0.0473,0.0383,0.0293,0.0204,0.0114
2025-02-28,4847.41,0.0370,0.0473,0.0383,0.0293,0.0204,0.0114
2025-03-03,4853.20,0.0371,0.0473,0.0383,0.0294,0.0204,0.0114
2025-03-04,4882.45,0.0370,0.0473,0.0383,0.0294,0.0204,0.0114
2025-03-05,4905.03,0.0367,0.0473,0.0383,0.0294,0.0204,0.0114
2025-03-06,4985.97,0.0356,0.0473,0.0383,0.0294,0.0204,0.0114
2025-03-07,4964.77,0.0353,0.0473,0.0383,0.0294,0.0204,0.0114
2025-03-10,4961.58,0.0353,0.0473,0.0384,0.0294,0.0204,0.0114
2025-03-11,4980.13,0.0342,0.0473,0.0384,0.0294,0.0204,0.0114
2025-03-12,4979.87,0.0350,0.0474,0.0384,0.0294,0.0204,0.0115
2025-03-13,4935.97,0.0349,0.0474,0.0384,0.0294,0.0205,0.0115
2025-03-14,5037.25,0.0342,0.0474,0.0384,0.0294,0.0205,0.0115
2025-03-17,5042.84,0.0334,0.0474,0.0384,0.0294,0.0205,0.0115
2025-03-18,5060.94,0.0334,0.0474,0.0384,0.0294,0.0205,0.0115
2025-03-19,5045.48,0.0337,0.0474,0.0384,0.0295,0.0205,0.0116
2025-03-20,5015.24,0.0346,0.0474,0.0384,0.0295,0.0205,0.0116
2025-03-21,4931.82,0.0352,0.0474,0.0385,0.0295,0.0206,0.0116
2025-03-24,4918.64,0.0354,0.0474,0.0385,0.0295,0.0206,0.0117
2025-03-25,4899.42,0.0357,0.0475,0.0385,0.0296,0.0206,0.0117
2025-03-26,4905.47,0.0361,0.0475,0.0385,0.0296,0.0206,0.0117
2025-03-27,4906.85,0.0358,0.0475,0.0385,0.0296,0.0206,0.0117
2025-03-28,4868.75,0.0364,0.0475,0.0385,0.0296,0.0206,0.0117
2025-03-31,4826.86,0.0367,0.0475,0.0385,0.0296,0.0207,0.0117
2025-04-01,4844.53,0.0364,0.0475,0.0385,0.0296,0.0207,0.0117
2025-04-02,4847.56,0.0365,0.0475,0.0386,0.0296,0.0207,0.0117
2025-04-03,4809.73,0.0375,0.0475,0.0386,0.0296,0.0207,0.0117
2025-04-07,4365.18,0.0433,0.0475,0.0386,0.0296,0.0207,0.0117
2025-04-08,4409.98,0.0421,0.0475,0.0386,0.0296,0.0207,0.0117
2025-04-09,4486.47,0.0414,0.0475,0.0386,0.0296,0.0207,0.0118
2025-04-10,4571.47,0.0407,0.0475,0.0386,0.0297,0.0207,0.0118
2025-04-11,4603.03,0.0402,0.0475,0.0386,0.0297,0.0207,0.0118
2025-04-14,4643.07,0.0398,0.0475,0.0386,0.0297,0.0207,0.0118
2025-04-15,4637.01,0.0398,0.0475,0.0386,0.0297,0.0207,0.0118
2025-04-16,4612.72,0.0400,0.0476,0.0386,0.0297,0.0207,0.0118
2025-04-17,4617.88,0.0399,0.0476,0.0386,0.0297,0.0207,0.0118
2025-04-18,4616.84,0.0399,0.0476,0.0386,0.0297,0.0207,0.0118
2025-04-21,4668.91,0.0392,0.0476,0.0386,0.0297,0.0208,0.0118
2025-04-22,4665.27,0.0393,0.0476,0.0386,0.0297,0.0208,0.0118
2025-04-23,4681.08,0.0392,0.0476,0.0386,0.0297,0.0208,0.0118
2025-04-24,4658.58,0.0393,0.0476,0.0387,0.0297,0.0208,0.0118
2025-04-25,4667.56,0.0391,0.0476,0.0387,0.0297,0.0208,0.0119
2025-04-28,4639.90,0.0390,0.0476,0.0387,0.0297,0.0208,0.0119
2025-04-29,4649.04,0.0388,0.0476,0.0387,0.0297,0.0208,0.0119
2025-04-30,4666.80,0.0386,0.0476,0.0387,0.0298,0.0208,0.0119
2025-05-06,4751.80,0.0378,0.0476,0.0387,0.0298,0.0208,0.0119
2025-05-07,4775.75,0.0373,0.0476,0.0387,0.0298,0.0209,0.0119
2025-05-08,4807.39,0.0371,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-09,4773.33,0.0373,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-12,4834.22,0.0366,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-13,4831.24,0.0368,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-14,4864.48,0.0364,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-15,4807.40,0.0368,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-16,4805.37,0.0369,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-19,4812.05,0.0367,0.0476,0.0387,0.0298,0.0209,0.0120
2025-05-20,4843.57,0.0363,0.0476,0.0387,0.0298,0.0209,0.0121
2025-05-21,4846.77,0.0361,0.0476,0.0387,0.0298,0.0210,0.0121
2025-05-22,4816.98,0.0362,0.0476,0.0387,0.0299,0.0210,0.0121
2025-05-23,4771.62,0.0367,0.0476,0.0387,0.0299,0.0210,0.0121
2025-05-26,4776.18,0.0367,0.0476,0.0387,0.0299,0.0210,0.0122
2025-05-27,4761.07,0.0367,0.0476,0.0387,0.0299,0.0210,0.0122
2025-05-28,4751.01,0.0373,0.0476,0.0387,0.0299,0.0210,0.0122
2025-05-29,4805.66,0.0368,0.0476,0.0388,0.0299,0.0211,0.0122
2025-05-30,4764.60,0.0373,0.0476,0.0388,0.0299,0.0211,0.0122
2025-06-03,4788.37,0.0369,0.0476,0.0388,0.0299,0.0211,0.0122
2025-06-04,4821.11,0.0367,0.0476,0.0387,0.0299,0.0211,0.0122
2025-06-05,4840.08,0.0366,0.0476,0.0387,0.0299,0.0211,0.0123
2025-06-06,4834.86,0.0368,0.0476,0.0387,0.0299,0.0211,0.0123
2025-06-09,4870.43,0.0364,0.0476,0.0387,0.0299,0.0211,0.0123
2025-06-10,4836.67,0.0367,0.0476,0.0387,0.0299,0.0211,0.0123
2025-06-11,4866.33,0.0366,0.0476,0.0387,0.0299,0.0211,0.0123
2025-06-12,4868.92,0.0365,0.0475,0.0387,0.0299,0.0211,0.0123
2025-06-13,4813.20,0.0371,0.0475,0.0387,0.0299,0.0211,0.0123
2025-06-16,4838.23,0.0366,0.0475,0.0387,0.0299,0.0212,0.0124
2025-06-17,4832.05,0.0365,0.0475,0.0388,0.0300,0.0212,0.0124
2025-06-18,4830.93,0.0365,0.0476,0.0388,0.0300,0.0212,0.0124
2025-06-19,4772.14,0.0370,0.0475,0.0388,0.0300,0.0212,0.0124
2025-06-20,4754.83,0.0370,0.0475,0.0388,0.0300,0.0212,0.0124
2025-06-23,4794.14,0.0366,0.0475,0.0388,0.0300,0.0212,0.0124
2025-06-24,4868.08,0.0358,0.0475,0.0388,0.0300,0.0212,0.0125
2025-06-25,4933.59,0.0352,0.0475,0.0388,0.0300,0.0213,0.0125
2025-06-26,4916.56,0.0354,0.0476,0.0388,0.0301,0.0213,0.0125
2025-06-27,4913.66,0.0356,0.0476,0.0388,0.0301,0.0213,0.0125
2025-06-30,4954.23,0.0352,0.0476,0.0388,0.0301,0.0213,0.0126
2025-07-01,4966.82,0.0351,0.0476,0.0388,0.0301,0.0213,0.0126
2025-07-02,4947.14,0.0353,0.0476,0.0388,0.0301,0.0213,0.0126
2025-07-03,4976.66,0.0351,0.0476,0.0388,0.0301,0.0213,0.0126
2025-07-04,4969.21,0.0350,0.0475,0.0388,0.0301,0.0214,0.0126
2025-07-07,4966.10,0.0351,0.0475,0.0388,0.0301,0.0214,0.0126
2025-07-08,5018.79,0.0346,0.0475,0.0388,0.0301,0.0214,0.0127
2025-07-09,5008.50,0.0346,0.0475,0.0388,0.0301,0.0214,0.0127
2025-07-10,5026.49,0.0342,0.0475,0.0388,0.0301,0.0214,0.0127
2025-07-11,5045.76,0.0341,0.0475,0.0388,0.0301,0.0214,0.0127
2025-07-14,5052.93,0.0340,0.0475,0.0388,0.0301,0.0214,0.0127
2025-07-15,5042.65,0.0342,0.0475,0.0388,0.0301,0.0214,0.0127
2025-07-16,5044.13,0.0342,0.0475,0.0388,0.0301,0.0214,0.0128
2025-07-17,5090.82,0.0339,0.0475,0.0388,0.0302,0.0215,0.0128
2025-07-18,5110.45,0.0336,0.0475,0.0389,0.0302,0.0215,0.0128
2025-07-21,5156.72,0.0331,0.0475,0.0389,0.0302,0.0215,0.0128
2025-07-22,5188.27,0.0327,0.0475,0.0389,0.0302,0.0215,0.0128
2025-07-23,5173.47,0.0327,0.0475,0.0389,0.0302,0.0215,0.0129
2025-07-24,5229.10,0.0319,0.0475,0.0389,0.0302,0.0215,0.0129
2025-07-25,5220.95,0.0322,0.0475,0.0388,0.0302,0.0215,0.0129
2025-07-28,5238.80,0.0323,0.0475,0.0388,0.0302,0.0215,0.0129
2025-07-29,5262.32,0.0317,0.0475,0.0388,0.0302,0.0215,0.0129
2025-07-30,5241.33,0.0321,0.0475,0.0389,0.0302,0.0216,0.0129
2025-07-31,5168.75,0.0330,0.0475,0.0389,0.0302,0.0216,0.0129
2025-08-01,5161.09,0.0330,0.0475,0.0389,0.0302,0.0216,0.0130
2025-08-04,5199.57,0.0327,0.0475,0.0389,0.0303,0.0216,0.0130
2025-08-05,5239.87,0.0322,0.0475,0.0389,0.0303,0.0216,0.0130
2025-08-06,5272.08,0.0321,0.0475,0.0389,0.0303,0.0216,0.0130
2025-08-07,5271.11,0.0322,0.0475,0.0389,0.0303,0.0216,0.0130
2025-08-08,5258.78,0.0323,0.0475,0.0389,0.0303,0.0216,0.0130
2025-08-11,5310.51,0.0318,0.0475,0.0389,0.0303,0.0216,0.0130
2025-08-12,5328.40,0.0314,0.0475,0.0389,0.0303,0.0217,0.0131
2025-08-13,5382.35,0.0311,0.0475,0.0389,0.0303,0.0217,0.0131
2025-08-14,5336.83,0.0315,0.0475,0.0389,0.0303,0.0217,0.0131
2025-08-15,5412.02,0.0308,0.0475,0.0389,0.0303,0.0217,0.0131
2025-08-18,5486.57,0.0299,0.0475,0.0389,0.0303,0.0217,0.0131
2025-08-19,5483.45,0.0301,0.0475,0.0389,0.0303,0.0217,0.0131
2025-08-20,5536.44,0.0296,0.0475,0.0389,0.0303,0.0217,0.0132
2025-08-21,5529.21,0.0296,0.0475,0.0389,0.0303,0.0217,0.0132
2025-08-22,5620.43,0.0288,0.0475,0.0389,0.0303,0.0217,0.0132
2025-08-25,5722.08,0.0283,0.0475,0.0389,0.0303,0.0218,0.0132
2025-08-26,5715.79,0.0284,0.0474,0.0389,0.0303,0.0218,0.0132
2025-08-27,5615.16,0.0288,0.0474,0.0389,0.0303,0.0218,0.0132
2025-08-28,5703.55,0.0276,0.0474,0.0389,0.0303,0.0218,0.0132
2025-08-29,5723.95,0.0276,0.0474,0.0389,0.0303,0.0218,0.0132
2025-09-01,5769.45,0.0276,0.0474,0.0389,0.0303,0.0218,0.0132
2025-09-02,5684.00,0.0280,0.0474,0.0389,0.0303,0.0218,0.0132
2025-09-03,5615.64,0.0288,0.0474,0.0389,0.0303,0.0218,0.0133
2025-09-04,5502.11,0.0294,0.0474,0.0388,0.0303,0.0218,0.0133
2025-09-05,5642.59,0.0284,0.0474,0.0388,0.0303,0.0218,0.0133
2025-09-08,5681.23,0.0280,0.0474,0.0388,0.0303,0.0218,0.0133
2025-09-09,5629.75,0.0282,0.0473,0.0388,0.0303,0.0218,0.0133
2025-09-10,5641.21,0.0277,0.0473,0.0388,0.0303,0.0218,0.0133
2025-09-11,5769.36,0.0271,0.0473,0.0388,0.0303,0.0218,0.0133
2025-09-12,5759.29,0.0272,0.0473,0.0388,0.0303,0.0218,0.0133
2025-09-15,5764.16,0.0272,0.0473,0.0388,0.0303,0.0218,0.0133
2025-09-16,5790.93,0.0273,0.0473,0.0388,0.0303,0.0218,0.0133
2025-09-17,5829.84,0.0273,0.0473,0.0388,0.0303,0.0218,0.0134
2025-09-18,5766.72,0.0276,0.0473,0.0388,0.0303,0.0218,0.0134
2025-09-19,5749.10,0.0274,0.0473,0.0388,0.0303,0.0218,0.0134
2025-09-22,5778.26,0.0275,0.0473,0.0388,0.0303,0.0219,0.0134
2025-09-23,5742.37,0.0274,0.0472,0.0388,0.0303,0.0219,0.0134
2025-09-24,5821.91,0.0267,0.0472,0.0388,0.0303,0.0219,0.0134
2025-09-25,5831.15,0.0269,0.0472,0.0388,0.0303,0.0219,0.0134
2025-09-26,5760.90,0.0274,0.0472,0.0388,0.0303,0.0219,0.0134
2025-09-29,5840.45,0.0268,0.0472,0.0388,0.0303,0.0219,0.0134
2025-09-30,5875.46,0.0269,0.0472,0.0387,0.0303,0.0219,0.0135
2025-10-09,5952.85,0.0263,0.0472,0.0387,0.0303,0.0219,0.0135
2025-10-10,5855.65,0.0268,0.0472,0.0387,0.0303,0.0219,0.0135
2025-10-13,5833.96,0.0271,0.0471,0.0387,0.0303,0.0219,0.0135
2025-10-14,5741.33,0.0275,0.0471,0.0387,0.0303,0.0219,0.0135
2025-10-15,5826.49,0.0270,0.0471,0.0387,0.0303,0.0219,0.0135
2025-10-16,5800.59,0.0270,0.0471,0.0387,0.0303,0.0219,0.0135
2025-10-17,5652.46,0.0282,0.0471,0.0387,0.0303,0.0219,0.0135
2025-10-20,5697.16,0.0276,0.0471,0.0387,0.0303,0.0219,0.0136
2025-10-21,5788.83,0.0271,0.0471,0.0387,0.0303,0.0219,0.0136
2025-10-22,5764.93,0.0273,0.0471,0.0387,0.0303,0.0219,0.0136
2025-10-23,5772.78,0.0271,0.0470,0.0387,0.0303,0.0220,0.0136
2025-10-24,5842.57,0.0266,0.0470,0.0387,0.0303,0.0220,0.0136
2025-10-27,5913.07,0.0265,0.0470,0.0387,0.0303,0.0220,0.0136
2025-10-28,5893.14,0.0269,0.0470,0.0387,0.0303,0.0220,0.0136
2025-10-29,5961.19,0.0269,0.0470,0.0387,0.0303,0.0220,0.0136
2025-10-30,5898.90,0.0275,0.0470,0.0386,0.0303,0.0220,0.0137
2025-10-31,5866.65,0.0284,0.0470,0.0386,0.0303,0.0220,0.0137
2025-11-03,5888.68,0.0282,0.0470,0.0386,0.0303,0.0220,0.0137
2025-11-04,5827.93,0.0284,0.0469,0.0386,0.0303,0.0220,0.0137
2025-11-05,5847.93,0.0283,0.0469,0.0386,0.0303,0.0220,0.0137
2025-11-06,5918.75,0.0277,0.0469,0.0386,0.0303,0.0220,0.0137
2025-11-07,5903.58,0.0279,0.0469,0.0386,0.0303,0.0220,0.0137
2025-11-10,5926.66,0.0276,0.0469,0.0386,0.0303,0.0220,0.0138
2025-11-11,5895.64,0.0278,0.0469,0.0386,0.0303,0.0220,0.0138
2025-11-12,5871.63,0.0278,0.0469,0.0386,0.0303,0.0221,0.0138
2025-11-13,5948.00,0.0274,0.0468,0.0386,0.0303,0.0221,0.0138
2025-11-14,5872.13,0.0279,0.0468,0.0386,0.0303,0.0221,0.0138
2025-11-17,5864.13,0.0281,0.0468,0.0386,0.0303,0.0221,0.0138
2025-11-18,5809.60,0.0285,0.0468,0.0386,0.0303,0.0221,0.0138
2025-11-19,5793.29,0.0283,0.0468,0.0385,0.0303,0.0221,0.0139
2025-11-20,5755.79,0.0286,0.0468,0.0385,0.0303,0.0221,0.0139
2025-11-21,5575.48,0.0298,0.0468,0.0385,0.0303,0.0221,0.0139
2025-11-24,5608.69,0.0297,0.0467,0.0385,0.0303,0.0221,0.0139
2025-11-25,5676.33,0.0291,0.0467,0.0385,0.0303,0.0221,0.0139
2025-11-26,5690.08,0.0289,0.0467,0.0385,0.0303,0.0221,0.0139
2025-11-27,5690.01,0.0288,0.0467,0.0385,0.0303,0.0221,0.0140
2025-11-28,5732.77,0.0287,0.0467,0.0385,0.0303,0.0221,0.0140
2025-12-01,5787.18,0.0284,0.0467,0.0385,0.0303,0.0221,0.0140
2025-12-02,5750.40,0.0286,0.0466,0.0385,0.0303,0.0222,0.0140
2025-12-03,5710.58,0.0288,0.0466,0.0385,0.0303,0.0222,0.0140
2025-12-04,5711.80,0.0286,0.0466,0.0385,0.0303,0.0222,0.0140
2025-12-05,5776.83,0.0284,0.0466,0.0385,0.0303,0.0222,0.0140
2025-12-08,5835.55,0.0281,0.0466,0.0385,0.0303,0.0222,0.0141
2025-12-09,5802.85,0.0284,0.0466,0.0384,0.0303,0.0222,0.0141
2025-12-10,5809.35,0.0284,0.0465,0.0384,0.0303,0.0222,0.0141
2025-12-11,5745.07,0.0289,0.0465,0.0384,0.0303,0.0222,0.0141
2025-12-12,5787.86,0.0286,0.0465,0.0384,0.0303,0.0222,0.0141
2025-12-15,5751.55,0.0286,0.0465,0.0384,0.0303,0.0222,0.0141
2025-12-16,5668.20,0.0292,0.0465,0.0384,0.0303,0.0222,0.0142
2025-12-17,5756.23,0.0288,0.0465,0.0384,0.0303,0.0222,0.0142
2025-12-18,5733.55,0.0287,0.0465,0.0384,0.0303,0.0223,0.0142
2025-12-19,5777.54,0.0285,0.0464,0.0384,0.0303,0.0223,0.0142
2025-12-22,5835.54,0.0281,0.0464,0.0384,0.0303,0.0223,0.0142
2025-12-23,5831.47,0.0281,0.0464,0.0384,0.0303,0.0223,0.0142
2025-12-24,5883.66,0.0278,0.0464,0.0384,0.0303,0.0223,0.0142
2025-12-25,5918.57,0.0275,0.0464,0.0383,0.0303,0.0223,0.0143
2025-12-26,5938.29,0.0275,0.0464,0.0383,0.0303,0.0223,0.0143
2025-12-29,5921.12,0.0273,0.0463,0.0383,0.0303,0.0223,0.0143
2025-12-30,5928.96,0.0272,0.0463,0.0383,0.0303,0.0223,0.0143
2025-12-31,5919.12,0.0273,0.0463,0.0383,0.0303,0.0223,0.0143
2026-01-05,6035.98,0.0265,0.0463,0.0383,0.0303,0.0223,0.0143
2026-01-06,6131.69,0.0257,0.0463,0.0383,0.0303,0.0223,0.0144
2026-01-07,6142.57,0.0255,0.0463,0.0383,0.0303,0.0223,0.0144
2026-01-08,6145.54,0.0257,0.0462,0.0383,0.0303,0.0224,0.0144
2026-01-09,6217.68,0.0252,0.0462,0.0383,0.0303,0.0224,0.0144
